program_name,program_level,domain,eligibility,description,mode,duration,skills_learned,career_outcomes,min_degree_level,min_marks_general,min_marks_reserved,required_subjects
Ph.D (COMPUTER SCIENCE & APPLICATION),PhD,Science,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and applied research within the field of computer science. It involves in-depth study of algorithms, data structures, and computational theory. The curriculum emphasizes developing novel solutions and advancing knowledge in computing.",Regular,,"['Research skills', 'Problem-solving', 'Algorithm design', 'Computational theory']","['Research scientist', 'AI developer', 'Software architect', 'Data scientist']",PG,,,[]
Ph.D (BIO-TECHNOLOGY),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research and scholarly investigation within the field of biotechnology. It involves in-depth study of biological systems, molecular mechanisms, and the application of scientific principles to solve complex problems.",Regular,,"['Research skills', 'Experimental design', 'Data interpretation']","['Research scientist', 'Biotechnology consultant', 'Academic researcher']",PG,,,[]
Ph.D (PHYSICS),PhD,Science,No specific eligibility requirements were provided.,This program focuses on advanced theoretical and experimental physics. It involves in-depth study of fundamental physical laws and the development of new physical theories.,Regular,,"['Theoretical physics', 'Experimental techniques', 'Advanced mathematics']","['Research scientist', 'Academic researcher', 'Physics consultant']",PG,,,[]
Ph.D (GENETICS),PhD,Science,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and empirical research within the field of genetics. It involves in-depth study of molecular mechanisms, heredity, and the biological basis of variation.",Regular,,"['Research methodology', 'Molecular biology', 'Statistical analysis']","['Research scientist', 'Geneticist', 'Academic researcher']",PG,,,[]
Ph.D (Microbiology),PhD,Science,No specific eligibility requirements are stated.,"This program focuses on advanced research and theoretical study within the field of Microbiology. It involves in-depth investigation of microbial life, processes, and interactions. The curriculum emphasizes advanced scientific methodologies and critical analysis.",Regular,,"['Research skills', 'Microbial analysis', 'Experimental design']","['Research scientist', 'Microbiologist', 'Academic researcher']",PG,,,[]
Ph.D (ENVIRONMENT SC.)- UIET,PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research within the field of environmental science. It involves in-depth study of environmental systems, processes, and sustainability challenges. The curriculum emphasizes theoretical knowledge and original research methodologies.",Regular,,"['Research methodology', 'Environmental modeling', 'Data interpretation']","['Research scientist', 'Environmental consultant', 'Academic researcher']",PG,,,[]
Ph.D (MATHS)- UIET,PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical and applied mathematics research. It involves in-depth study of mathematical concepts, proofs, and advanced problem-solving techniques. The curriculum emphasizes developing novel mathematical theories and methodologies.",Regular,,"['Mathematical theory', 'Advanced problem-solving', 'Research methodology']","['Research academic', 'Mathematical analyst', 'Algorithm developer']",PG,,,[]
PH.D (PHYSICS)- UIET,PhD,Science,No specific eligibility requirements are provided.,This program focuses on advanced theoretical and experimental physics research. It involves in-depth study of fundamental physical laws and theoretical frameworks. The curriculum emphasizes advanced problem-solving and original scientific inquiry.,Regular,,"['Theoretical physics', 'Experimental methods', 'Advanced problem-solving']","['Research scientist', 'Academic researcher', 'Physics consultant']",PG,,,[]
Ph.D (PHARMACEUTICAL SCIENCES),PhD,Science,No specific eligibility requirements are stated.,"This program focuses on advanced research and scholarly investigation within the field of pharmaceutical sciences. It involves in-depth study of the fundamental principles governing drug discovery, development, and formulation. The curriculum emphasizes critical thinking and advanced scientific methodologies.",Regular,,"['Research methodology', 'Scientific analysis', 'Experimental design', 'Data interpretation']","['Research scientist', 'Pharmaceutical development specialist', 'Academic researcher', 'Drug discovery expert']",PG,,,[]
Ph.D (Mathematics),PhD,Science,No specific eligibility requirements were provided.,"This program focuses on advanced theoretical and applied mathematical concepts. It involves in-depth study of mathematical theory, proofs, and problem-solving techniques. The curriculum emphasizes abstract reasoning and mathematical innovation.",Regular,,"['Mathematical reasoning', 'Abstract thinking', 'Proof construction', 'Problem-solving']","['Research mathematician', 'Mathematical analyst', 'Academic researcher', 'Quantitative analyst']",PG,,,[]
